,storeid,state,type,type_dummy,associates_poh_pre,associates_poh_post,open_time_pre,population_post_dummy,competition_dummy,hours_open_post_dummy,associates_poh_post_dummy,open_time_post,close_time_pre,close_time_post,hours_open_pre,hours_open_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post,24_12,24_13,24_14,26_12,26_13,26_14,28_12,28_13,28_14
383,384,NV,Standalone,1,24,26,7,9,2,13,26,7,21,20,14,13,9,2,5611,7038,5596,8084,7596,10108,6682,7123,5915,6783,7664,7294,6092,8071,7583,7467,6010,9339,6092,7305,8320,6750,6339,6480,7679,7502,7502,6200,7181,5958,8372,7029,8077,9554,9419,6645,6797,8967,6980,6854,6580,9091,8988,6699,6788,7565,11450,8308,9174,13738,11407,11983,6544,8369,8267,7119,7476,10224,8412,8869,9179,7371,8409,9017,9707,9804,6634,9160,6672,9617,6692,8732,7603,6568,9043,6987,6456,10642,9099,7502,9390,8127,7882,9113,10078,9028,8031,10231,8292,10170,10538,9211,9736,10228,7346,7785,8139,8315,11406,8368,10866,13392,15714,13080,7431,7970,9626,9000,7333,10120,9544,10629,9010,8404,10692,8037,10341,7837,7375,7705,8414,7889.1076920000005,9020.446429000001,9409.986786093448,9783.691572693451,10157.39635929345,9571.00286241745,9944.70764901745,10318.412435617449,9732.018938741448,10105.723725341448,10479.428511941447
384,385,LA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,370,19,8039,9499,10066,10840,7867,9666,11143,7756,9060,9870,9761,8997,8137,9873,8319,8663,8955,11653,10173,9150,10898,9616,9694,9913,10992,8613,8263,9813,10674,8011,8944,8594,8444,11535,10162,8292,11463,10651,8726,9746,9037,12197,12310,9426,12742,10796,13162,8863,11380,15143,18892,14670,9346,9463,8182,12288,8504,11174,11311,9287,11706,10495,9432,9575,11916,10611,12587,8769,12044,9665,9855,11636,11650,9043,11870,11276,10038,13549,11715,9023,9979,12786,10362,11037,10986,13252,9900,11446,11048,10530,12615,12057,11409,11739,9910,13086,12795,15457,15240,11310,11136,18373,19159,14657,8762,12969,8767,13833,10127,14380,10613,11681,9706,12028,11970,13689,11214,10402,12814,13707,10772,10181.96923,11804.17857,12455.39886568898,12829.103652288983,13202.808438888982,12616.414942012982,12990.11972861298,13363.82451521298,12777.43101833698,13151.13580493698,13524.840591536979
385,386,CO,Standalone,1,24,24,7,395,48,14,24,7,21,21,14,14,395,48,16176,12210,12137,17991,14949,19606,16149,12270,16127,14853,12651,13513,17060,13891,14981,15872,16335,18975,15773,17819,14794,12981,15853,14635,16405,19688,14649,15870,17906,16440,14787,17189,16503,19052,16972,15647,17308,18046,15188,15743,19630,19658,15106,18671,18014,15173,22603,15416,18949,22168,23167,23672,18033,15599,17884,16435,17441,23301,19222,17273,19753,13800,13955,21423,18146,13484,16769,14170,19930,21214,17213,16996,18078,16234,18837,13914,15797,20958,14259,19581,16153,17598,16557,18518,15956,18909,16146,20489,17384,16343,17411,15131,18335,16692,17319,20395,19113,17010,28848,21769,21369,22076,24038,25997,13579,19536,15456,17456,19936,23927,18504,20870,17548,21798,18873,21297,20053,19552,17880,17712,20950,16915.16923,18605.66071,20024.659725261088,20398.364511861095,20772.069298461094,20185.675801585094,20559.380588185093,20933.085374785092,20346.691877909092,20720.39666450909,21094.10145110909
386,387,VA,Standalone,1,24,24,7,325,55,14,24,7,21,21,14,14,325,55,12193,17179,14474,14261,12222,16802,17455,17026,13450,12753,13351,18839,16794,13226,13058,15927,13878,15763,15588,16834,12170,16020,14608,17462,14095,17817,17897,15240,14212,16539,18765,13040,18775,18932,14973,17018,13028,19160,18576,15229,14433,16102,19355,18387,17996,20651,26564,17917,17489,23681,28042,18241,13150,13724,14270,17211,16399,17756,16929,16140,17626,17391,16087,20782,19556,17363,17913,19609,15394,19465,15736,18291,15776,16343,20740,17671,18328,18944,15409,16721,18549,17695,15001,17438,20694,21046,16774,19288,15803,16619,21811,15884,17429,20927,22162,18219,22061,17683,28059,16960,16887,27756,32971,25111,17937,19703,14306,22200,18620,18950,21215,17681,21849,19065,21524,17598,17753,20523,19309,16785,21509,16623.2,19161.73214,20640.161183093507,21013.865969693514,21387.570756293513,20801.177259417513,21174.882046017512,21548.58683261751,20962.19333574151,21335.89812234151,21709.60290894151
387,388,MN,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,277,6,10412,8998,8671,10358,7891,12453,11760,8615,11255,9531,11845,10454,12062,8203,11162,9110,9806,12905,10485,11630,8357,10669,11805,8260,11211,11237,11311,9798,10687,10532,11865,11527,8531,12812,10067,11090,12023,10267,12104,10516,10936,11129,11609,12853,10653,13739,13184,9226,12992,13670,13905,16058,10113,11537,10903,11020,9415,13518,9220,10160,10209,13281,12111,13931,12468,9673,9012,9206,13258,13446,12104,9204,12080,11454,9706,11688,11286,11898,9305,10243,13231,8995,13225,12006,9301,11247,11607,13019,12140,13307,10504,13416,13875,10690,11927,13325,10646,15842,15367,12485,15326,14190,16742,13108,10979,13616,12919,12119,12524,13487,12035,12890,13920,11596,12442,14558,13616,11173,12033,13444,12719,11078.692309999999,12234.89286,12958.738737427944,13332.443524027944,13706.148310627943,13119.754813751942,13493.459600351945,13867.164386951945,13280.770890075944,13654.475676675944,14028.180463275943
388,389,AR,Strip Mall,0,24,28,7,0,0,0,0,7,21,19,14,12,239,77,13865,14388,10076,13846,11562,17308,12275,12350,11943,11660,14703,13053,14282,10494,14944,15661,14004,15480,11471,15117,13066,14484,14513,11243,10573,16443,11902,15059,13715,15333,11840,14966,14073,12435,11487,14379,13445,11704,12898,15564,16705,16551,15082,13656,13213,14124,20711,12032,16479,23365,23433,14011,13040,12075,11533,17124,11476,17986,11640,14207,16222,15915,13480,13081,16997,12114,15200,16305,11270,14367,12736,14804,15474,12223,15718,11188,11207,13075,13048,15904,16098,15029,15123,12228,12339,12198,16570,12935,12889,16140,16044,13937,18098,16849,14090,14234,16169,19349,17815,16125,13926,17789,24242,15228,13363,14022,11927,16641,14908,17436,13396,13765,13585,17400,16843,16485,17141,15219,16749,13819,17598,14180.64615,15006.678569999998,15885.874371117976,16259.579157717979,16633.283944317976,16046.890447441978,16420.595234041975,16794.300020641982,16207.906523765976,16581.61131036598,16955.31609696598
389,390,KS,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,7,15,5229,7342,5227,7847,7191,7780,6671,6023,6385,6784,7234,8311,7523,6331,7554,7770,7911,6252,6546,5451,6615,7436,6490,7010,7300,8565,5897,7022,7476,6436,7654,6946,5560,7318,5931,6651,7915,8123,7019,7864,6611,7011,6169,7711,6146,7655,9207,6351,6687,11928,11591,8871,6967,7541,7606,8122,6512,8203,7087,7961,7988,6181,7510,8417,8163,7546,6230,6056,5939,7712,6474,8683,7436,7017,8191,5750,5565,6622,8163,8447,7354,8452,6031,7585,6930,7519,7323,7416,6602,8285,9167,9358,7796,7724,6415,8478,9588,7112,11211,8139,8411,11161,12082,9072,6527,7273,7426,6629,6955,10259,6304,8798,9091,9456,8541,7724,7409,6831,6935,8366,7667,7273.630768999999,7807.732143000001,8036.506308316386,8410.211094916385,8783.915881516385,8197.522384640384,8571.227171240385,8944.931957840387,8358.538460964384,8732.243247564385,9105.948034164385
390,391,IL,Standalone,1,24,24,7,226,46,14,24,7,21,21,14,14,226,46,14779,11887,15547,12499,12539,16825,16556,16584,12115,16036,12156,16050,16883,16302,14985,13939,16635,13606,11468,12865,15066,15621,17343,14176,12361,16250,13526,13212,13713,12464,12198,15682,12458,13314,15989,17727,18080,14283,13408,18625,14615,16312,13250,17824,15701,18223,22610,17532,17359,27016,26058,18229,16431,13755,17074,14020,12148,19342,17494,14923,12873,13540,16588,14808,18871,18519,16583,19052,17280,14591,14801,14639,17364,17492,15451,12047,12961,17371,15427,18363,12619,15232,17813,16927,17393,19507,17910,15915,15134,15784,19773,19834,13974,17825,16953,14683,18826,16850,20459,19080,16787,29245,23894,25334,15536,15665,15794,18409,16973,21992,13770,14768,19898,20090,15308,17249,19329,14370,19138,16712,19774,15574.58462,17401.19643,18690.579923577272,19064.28471017727,19437.98949677727,18851.59599990127,19225.300786501277,19599.005573101276,19012.612076225276,19386.316862825275,19760.021649425275
391,392,IL,Standalone,1,24,24,7,485,51,14,24,7,21,21,14,14,485,51,13739,14494,14167,15013,14665,18052,14967,13762,14065,11466,16010,14967,12665,12412,13550,14228,13954,13922,11746,15839,15352,10952,13654,10586,14931,16006,15504,13073,11111,13305,12186,11941,15052,16568,15642,12291,14598,14535,14169,14637,12294,15297,13391,13607,13941,17683,22415,17088,13012,18541,21193,14681,13236,14551,14800,12137,11768,18724,16452,12938,12289,13139,15488,16130,16232,16648,16109,11893,12643,14706,11532,13736,14322,14333,16688,13449,14972,15524,11755,15929,17289,11948,17344,16126,13267,17373,12770,16994,14735,16302,13297,13759,13999,18363,18179,13551,16390,19507,17984,14524,20159,19273,28383,22698,15652,14876,14930,13521,17318,22550,13865,18511,17988,18567,19533,16755,17042,16232,13046,14223,15138,14473.89231,16039.28571,17181.620213233342,17555.32499983334,17929.02978643334,17342.63628955734,17716.34107615734,18090.04586275734,17503.65236588134,17877.357152481345,18251.061939081344
392,393,PA,Standalone,1,24,26,7,15,0,13,26,7,21,20,14,13,15,0,9947,12277,14331,14873,11333,16243,11468,13658,12299,12701,16459,13665,14934,13990,12736,13602,16254,13831,14754,11218,13441,14557,13753,14093,15011,13740,12681,15826,12893,14310,13780,14252,13201,13111,15915,16443,11435,13618,16816,17120,15481,13454,13023,16625,17232,17203,17498,14872,13719,21464,18792,15562,11832,13716,15428,14434,13906,19135,14369,15351,14357,14182,17998,17308,15791,14267,14085,13661,15193,16559,15404,14268,15379,13212,16733,12673,12967,16692,16087,13755,13058,13829,15167,16152,12595,18713,17934,16822,17754,17708,14576,14465,17088,15281,17779,19104,14506,14517,18718,18936,17428,22398,21861,18142,13672,13361,13220,16322,18289,15856,14621,12853,16162,16767,16916,19360,13553,15181,17141,16256,18517,14604.630769999998,15955.58929,17092.350840000814,17466.055626600813,17839.760413200813,17253.366916324812,17627.07170292482,18000.77648952482,17414.382992648818,17788.087779248817,18161.792565848817
393,394,NJ,Standalone,1,24,24,7,220,5,14,24,7,21,21,14,14,220,5,11828,13429,13191,18647,16598,16403,17644,12681,12425,12990,18011,18093,16165,13046,18427,16288,13722,14701,15360,13559,16874,12850,16803,16094,13395,17575,16596,14874,17975,14210,16637,17491,14860,15806,19820,14984,15005,18687,14290,19325,17851,16765,14763,17165,14847,15714,17769,18342,19184,27663,24711,21086,15725,14080,17932,19492,16742,16801,18673,18757,17054,16725,15202,18827,14828,17852,16761,19560,19858,19832,19323,16343,19576,19358,20767,19092,13429,18627,19434,17361,18040,19414,14916,16326,20579,17090,20515,14519,15190,17536,16643,18715,17197,19163,16646,20885,19569,16624,27066,17066,17609,31263,30683,21623,16763,18263,16322,17417,18115,19856,20962,19897,15555,18850,16401,16125,19701,20008,17589,21486,17815,16523.95385,18806.69643,20250.25506292357,20623.959849523577,20997.664636123576,20411.271139247576,20784.975925847575,21158.680712447574,20572.287215571574,20945.992002171573,21319.696788771573
394,395,NY,Standalone,1,24,24,7,181,17,13,24,7,21,20,14,13,181,17,8459,10002,10371,13180,12261,13794,9498,10108,12826,11334,11949,13121,12822,11596,9435,12892,12057,14829,11227,10460,12536,12770,12972,9428,12138,12453,9532,9697,9419,11201,10140,10947,11561,11023,10809,13522,10410,13503,14049,10470,12177,10922,11002,13780,14916,12446,18522,11366,10914,19637,17672,12890,13272,13185,10284,10393,12484,17227,13244,9900,13711,12275,11379,10512,12008,10777,12596,14354,10384,14928,12663,10924,13006,9958,13124,12048,10124,11348,13557,12094,12298,9532,13714,14436,14325,11289,10827,14784,12660,13437,13402,10375,15233,13857,13207,14296,13390,12010,20352,12797,12296,19005,16575,16293,12212,14637,13947,14000,13493,12673,14773,13154,13020,13777,12556,16203,14820,14374,14009,12013,14433,12106.44615,13328.01786,14180.577333909792,14554.282120509795,14927.986907109795,14341.593410233794,14715.298196833794,15089.002983433797,14502.609486557792,14876.314273157795,15250.019059757795
395,396,IL,Standalone,1,24,24,7,94,4,14,24,7,21,21,14,14,94,4,12557,12527,15163,16186,12347,19331,16821,13548,14262,13370,16548,17775,17417,17901,12503,14581,17841,18840,12775,13125,15326,17173,18106,14458,15015,15248,13749,13521,15143,13091,15283,16204,18453,16308,17424,18943,16567,14331,14675,13488,17175,17531,14204,13869,17034,21748,18625,17922,19786,22755,20505,21445,17584,15056,14095,14586,12976,24351,13507,19195,14403,19765,14731,20593,14306,14849,18045,14330,15193,21679,13889,17057,15368,16833,19773,14868,17300,15893,19230,18449,19868,14724,18388,19990,17057,18947,18036,15936,20472,16854,19939,20662,19954,15544,19480,20711,22663,21962,28912,17461,19331,30508,26852,20759,14644,18362,16533,20456,15933,19215,19346,16822,16171,20429,15661,16278,18589,15744,19779,16776,22063,16241.09231,18581.55357,20000.926270587028,20374.631057187027,20748.335843787034,20161.942346911033,20535.647133511033,20909.351920111032,20322.95842323503,20696.66320983503,21070.36799643503
396,397,TX,Standalone,1,24,24,7,5,1,14,24,7,21,21,14,14,5,1,7190,7213,5467,6114,6133,7794,7363,6696,7088,5695,8092,7298,7752,7399,5564,7029,6331,6208,7658,6669,6925,6982,6934,7184,6977,7110,6707,6184,7983,5999,8210,7921,7748,8625,7970,6684,6734,8255,7112,7626,6409,7165,6689,7294,6639,8718,10203,6945,7633,9594,9180,7899,7337,8363,6371,6046,6002,8356,7991,6321,8774,6912,7089,8415,8359,8303,6407,6332,7708,9080,8654,7645,8516,8332,7807,7787,7579,7370,8362,8081,7850,7895,7795,7702,6286,7177,7619,6459,6955,7327,8887,9195,6929,6923,6882,9060,9330,7442,11713,7772,10693,9979,12574,10028,7662,7497,7481,9285,8324,10567,8651,9224,8003,8409,6952,9804,6768,8727,6674,7027,8364,7281.953845999999,8175.964286,8474.600574031665,8848.305360631666,9222.010147231666,8635.616650355665,9009.321436955664,9383.026223555666,8796.632726679663,9170.337513279666,9544.042299879666
397,398,CO,Strip Mall,0,24,26,7,0,0,0,0,7,21,20,14,13,273,12,16514,14651,17845,20903,19985,21671,19500,19731,15079,14415,15495,15930,21456,18809,18384,15167,19258,19453,20646,20487,19447,20442,20048,18230,17726,16329,15310,21096,18229,19209,20846,17894,18681,19446,22682,19138,21532,18848,19498,15939,19103,22352,20618,22977,21516,21294,24040,21656,20065,30482,34432,27968,19231,21816,16202,23061,21509,26899,21602,22965,16661,23354,18255,18820,21154,21451,21080,16435,18106,23085,20090,17777,15894,20262,20912,19496,19174,23905,16627,18987,18058,16246,17470,21866,17086,19488,25204,17155,19588,17899,20596,21153,17267,23178,25644,17831,21023,22523,30993,19302,25427,27824,32047,27788,18788,19231,22486,20073,16785,22024,19839,20317,23239,19285,24282,21104,23545,18578,18238,18223,26001,20061.24615,20856.69643,22497.218710046072,22870.92349664607,23244.62828324607,22658.23478637007,23031.939572970077,23405.644359570077,22819.250862694076,23192.955649294076,23566.660435894075
398,399,WA,Standalone,1,24,24,7,53,26,13,24,7,21,20,14,13,53,26,7119,6936,7391,7061,7261,8040,6550,7063,5837,7247,6296,6851,5845,6490,6631,7678,6979,7780,6304,6780,7176,7178,7741,6039,6806,8268,6238,7828,7741,7427,6726,6905,7918,6598,6692,7494,8165,8275,6912,8196,6087,7095,7912,7068,8562,9168,9208,7789,6846,11130,10477,7442,7811,6087,6280,9160,6420,9671,8777,8084,7625,7809,6901,9434,8263,7268,8580,7401,8155,8071,7399,7829,7648,7555,8091,6275,6973,8998,7711,7852,7801,6715,6794,8725,6495,7766,8593,7443,6096,6180,9471,7257,9403,8179,6963,7197,9014,8712,10612,9126,10442,13023,9729,9889,6089,8662,7091,9010,6114,11245,7107,7031,8935,8090,7439,7026,7318,7255,7926,9250,6982,7470.276923,8035.732143000001,8317.574113796783,8691.278900396783,9064.983686996784,8478.590190120784,8852.294976720785,9225.999763320784,8639.606266444784,9013.311053044783,9387.015839644782
399,400,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,19,14,12,66,33,12767,12426,12353,15226,13126,18055,13283,13332,16465,13968,17086,15282,11214,16307,15458,11382,13020,17510,13288,15533,13715,15579,15015,15008,12870,16096,14646,12861,12094,13206,13269,13084,14851,14770,14788,12486,14768,15386,12581,13647,12631,16407,17701,16836,15358,18151,22637,15332,15344,23161,23300,21243,11620,17219,15322,17579,12413,20868,17521,13390,13630,13741,12951,19222,15983,15550,12477,16780,16261,17539,11576,15353,14640,14901,15074,14022,11851,13322,17089,13432,13955,13058,14383,14541,17665,17351,17021,13747,14159,17016,13388,16964,12968,16051,14254,12710,14505,17642,20621,16623,19908,24065,24335,18296,12594,12224,12000,15638,16042,18399,13959,18087,18550,17726,16383,18554,15126,14975,18146,16235,18382,15190.169230000001,15859.16071,16918.95825088989,17292.66303748989,17666.367824089888,17079.974327213888,17453.679113813894,17827.383900413894,17240.990403537893,17614.695190137892,17988.399976737892
400,401,MO,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,57,17,7111,7761,5796,8644,6422,9051,8887,9352,8436,8666,6733,9902,8919,8763,8289,8601,6488,8021,8914,6900,6871,7725,9263,7125,7211,10222,6376,7792,6516,6662,7155,8145,7120,9073,8934,7315,9772,7861,7306,9955,9737,7438,9938,9899,8928,9607,11994,9225,10750,11396,12032,11255,6595,9644,7879,9467,9480,9852,8108,9786,7173,10095,10663,10665,8945,9539,9206,8673,7382,8036,8389,7341,8278,7584,10099,9481,8807,9497,8314,6953,9578,9835,10778,10079,7715,10090,9358,9671,10794,7837,11305,11000,7786,10548,8333,10880,11192,12255,14660,9959,8504,12473,13686,13137,7976,9150,8241,11332,8587,10612,10084,8276,9065,10197,8016,9319,10223,7980,8656,8216,7720,8624.707692,9512.178570999999,9920.528786240304,10294.233572840303,10667.938359440303,10081.544862564302,10455.249649164301,10828.954435764304,10242.5609388883,10616.265725488303,10989.970512088303
401,402,IA,Strip Mall,0,24,26,7,0,0,0,0,7,21,20,14,13,316,22,5947,7060,7434,7552,6616,9156,6868,6889,6877,8566,8575,8534,5907,5962,7261,8736,7822,7141,8300,6472,5984,6317,6822,8209,7989,7201,7425,6870,8450,6254,8600,8559,8049,6662,6375,8494,7097,6838,6814,6592,8350,8881,8405,8729,7371,7963,12249,8427,7314,11532,11870,10216,6033,8042,7916,9479,8496,11654,7008,9338,7825,6732,8909,9264,7034,7165,8800,8384,9578,9207,7812,7864,9055,9540,8696,6583,9187,7918,7835,7044,8752,9241,8476,9955,7369,7322,8588,9091,9948,9241,9098,9834,9451,8125,7166,9571,8647,11423,9943,8650,9782,10836,14306,12922,9401,8234,9718,8400,7361,9373,8538,8372,8384,10078,8715,7772,7782,10209,8585,9018,8227,7881.738462,8938.785714,9275.280043778335,9648.984830378335,10022.689616978338,9436.296120102337,9810.000906702337,10183.705693302336,9597.312196426336,9971.016983026338,10344.721769626338
402,403,WY,Strip Mall,0,24,24,7,0,0,0,0,7,21,20,14,13,189,7,9314,11089,11972,11589,9507,15230,10015,12234,14025,10500,14729,13790,13378,14283,14389,10338,12467,13418,9790,12843,14021,10605,11644,12368,11646,11604,13721,12245,12848,10690,13027,10829,10438,13749,11695,14998,10316,13516,14500,14108,12747,14422,11244,12653,14696,16392,16596,15921,14898,16251,21728,18992,12027,14373,11975,10907,14427,14516,14802,13470,13366,14442,14896,16067,15171,15515,11915,14940,15246,16343,13764,10782,13807,12814,11809,13648,13092,12647,12208,10504,13420,14748,13093,14635,10734,11899,12337,14901,16156,14140,13701,11230,11789,16147,12200,15922,14686,17104,18857,14735,16964,22641,21079,17339,13875,12078,13956,14034,11948,20241,16259,11651,16728,15413,17148,14697,15547,15513,12624,14372,14914,13237.64615,14473.01786,15435.947612635695,15809.652399235694,16183.357185835694,15596.963688959693,15970.668475559693,16344.373262159696,15757.979765283691,16131.684551883694,16505.389338483692
403,404,NJ,Strip Mall,0,24,28,7,0,0,0,0,7,21,21,14,14,70,14,15999,13067,11526,13742,17789,15613,13039,16407,16559,17599,16859,19451,17636,15282,14345,16038,13032,20572,15846,13800,17500,15015,15403,15406,13800,15440,13287,15951,18297,15016,13461,13288,13512,14983,14345,14460,17982,15139,14245,17093,16065,19902,16819,14035,18559,21478,25427,14714,22652,26322,28509,18406,14303,15009,13745,18180,18960,23378,17639,18248,13762,19658,16082,17974,16904,18416,19393,18095,17289,22345,17862,18707,20333,17683,15891,14268,18288,22431,20049,14010,19483,15446,16882,19721,17400,18219,18197,15464,20781,19827,15830,19799,19703,20370,19349,17990,21486,23917,22733,17729,19262,26526,28492,23578,19095,19090,20303,19784,17490,24934,17936,21178,19000,21102,16991,18976,18940,21482,18600,22181,17770,16685.44615,19430.28571,20913.11340172524,21286.81818832524,21660.52297492524,21074.12947804924,21447.83426464924,21821.539051249238,21235.145554373237,21608.850340973237,21982.555127573236
404,405,PA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,46,1,14351,14620,13735,19487,18221,20925,13999,17093,14101,16789,13999,15065,13639,15317,14220,18019,16161,20349,15858,15108,13570,14353,16630,14624,16434,14765,17267,19104,13173,14124,16121,14174,18194,15545,20302,13849,13985,18040,15344,15460,14964,16159,20056,18796,17826,18990,19883,14673,19687,27452,29592,23695,18594,14892,15741,20788,20514,18518,16220,16269,16235,17423,15053,15966,20899,18582,20258,20571,16019,18103,16875,14633,18636,18264,18978,15783,19361,22072,16732,16739,17164,16137,20875,21202,15875,15847,22359,21921,17618,21995,18753,17551,23241,17013,21204,21823,21194,21840,23747,23574,22269,28853,30584,28091,19200,20305,16472,19052,17083,22325,21762,19071,22761,22757,20695,22045,21844,21104,22887,22160,22175,16999.98462,20286.32143,21887.59232572362,22261.29711232362,22635.00189892362,22048.60840204762,22422.313188647626,22796.017975247625,22209.624478371625,22583.329264971624,22957.034051571623
