storeid,state,type,associates_poh_pre,open_time_pre,open_time_post,close_time_pre,close_time_post,hours_open_pre,associates_poh_post,hours_open_post,Predicted avg_post,avg_pre,avg_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,change,Desirability
413,MN,Strip Mall,24,7,7,21,20,14,24,13,331005.44098,276056.3077,318954.1071,377,9,222380,276660,240920,280480,251660,283820,282160,252680,203960,279200,239060,316000,281660,285450,308490,261250,206890,231790,197870,239770,189810,291750,223770,256050,274130,293330,197390,204890,224710,240890,212630,267570,241330,289090,274230,299190,293290,301350,217630,299830,217830,333290,250430,287490,251050,337890,456090,269450,358990,456610,377750,322110,285170,239850,281090,241610,284930,349470,338390,291050,332850,273870,319890,235410,316090,256050,226410,332110,321590,342650,306030,296430,261930,324710,333690,238930,250790,360650,225750,265370,285190,235850,348110,286250,256850,308190,288690,300330,246170,221510,237090,264210,391460,413540,281140,321760,402320,324340,480580,326260,341320,432160,451740,369620,358780,342040,310380,331860,309940,344840,334460,341980,373440,290980,304820,428820,333460,372420,288440,299000,338000,3790,0.702359483
414,DC,Standalone,24,7,7,21,21,14,24,14,325056.59251,259232.9231,330793.5714,281,9,231640,238200,253120,209380,187480,242760,208440,223400,194760,199400,194640,218740,189340,225020,242140,196520,219320,248520,199000,231640,278920,266120,255420,191120,183000,247660,250780,283660,204740,293160,271580,293160,251900,299860,206000,238840,289960,213940,299060,207920,214960,323040,287140,320360,324120,242820,441320,274140,305140,397380,427160,334220,213180,274900,186420,215580,283340,373120,322980,271020,250720,310400,296400,274640,305380,320580,219520,212480,265860,354760,292040,256740,271420,238560,270900,221960,299940,234580,286620,279560,296920,290180,322420,306100,318300,326200,265560,279360,308260,350560,305580,336720,322060,353640,406840,332400,404560,416540,487720,364500,407520,479580,516760,488020,348620,346360,311320,328760,300100,350040,398640,345040,296240,288640,292300,409280,346380,311800,399540,343020,396540,35680,0.55787235
415,IN,Standalone,24,7,7,21,21,14,24,14,365836.17942,299409.5385,376531.7857,57,30,253860,282620,254480,329760,223840,268760,213320,212920,302100,266140,306820,273940,254340,241240,276380,281760,251520,260060,265120,239460,266520,259260,271160,259200,291760,260180,237120,247900,323660,244980,285380,240480,238340,313580,343220,266960,283000,342420,286660,336180,314560,326340,319760,323000,339820,397460,440660,247980,326160,491800,519580,355860,289920,260580,332280,321520,271060,296860,376840,264120,357080,316020,388760,381120,346080,378600,352380,357700,365740,310560,311280,287140,291580,324900,314820,346020,238060,374880,237480,317840,238060,301380,308460,362220,365220,295180,391640,282540,354180,337700,298960,339660,364980,455260,389300,340080,391540,464380,583060,344300,393280,642580,578660,498760,423060,399100,404800,415680,409160,537680,388100,409160,361340,451820,382040,385940,373480,468200,357700,433920,354240,-13100,0.596093203
416,IL,Standalone,24,7,7,21,21,14,24,14,240067.86271,187489.8462,240659.2857,147,7,166580,155140,143860,205020,171380,202680,156220,137240,177900,178200,195180,142760,147520,162400,150320,186420,159940,205980,195880,155480,154720,133380,193800,143900,197920,236480,178120,150100,170860,139080,183540,148580,207940,193800,189940,163420,224620,172960,155100,168020,147680,234480,206760,187940,240500,178180,307840,237400,208700,239080,254640,272580,181500,214620,201320,181020,205060,222760,233620,214300,161580,159060,162640,231760,199440,156660,214620,241260,208000,183180,228220,204560,165480,222620,181460,149900,155480,258180,202000,185600,165820,233760,194520,206300,246820,199500,227260,212300,207260,188640,250120,255300,222060,212960,236880,226560,230520,282340,410620,273440,290300,317380,402460,272020,217040,265300,274620,268300,238440,339940,285580,217240,281840,245160,308600,247240,272960,274820,301940,221020,294520,14880,0.415594499
417,WI,Strip Mall,24,7,7,21,21,14,24,14,169388.55464,123687.0769,164751.0714,81,3,94780,77760,107900,101100,76960,127600,89460,109940,108160,108900,108160,115180,97000,107100,120440,135680,127240,158640,127980,99440,120760,131740,120340,74920,79180,158700,79620,112520,86340,141480,125220,125720,145560,145360,113800,141280,144940,141880,133300,129860,125280,108400,133920,112860,104640,117100,145420,117000,158080,214540,206680,161200,115020,86360,110880,159300,97880,146720,142200,158180,106740,144840,146580,157280,110620,160920,94820,156160,103800,161520,107520,161000,103680,138420,165740,85820,93560,114320,109360,100400,106540,129180,164740,151640,137140,143680,108320,160500,113440,108520,162000,162120,178660,196740,184360,157280,206740,218160,223580,222460,215720,260080,248140,190540,165300,205800,142040,220240,208740,261500,191940,164520,208660,215520,164380,167620,171160,155060,170640,209580,196040,10100,0.295383696
418,WI,Strip Mall,24,7,7,21,21,14,24,14,238185.72256,183953.2308,234870,5,0,121780,137300,131640,153500,143500,173060,138320,124600,148940,200640,166880,198560,207800,143060,172800,158840,168640,225160,173540,207400,130240,201500,219780,137280,176220,216440,155740,148460,164860,199160,218820,141140,149240,165400,177980,189820,181380,163820,228260,216500,159920,146580,225000,183880,195280,179280,212940,154820,173240,246140,276140,238160,187400,218600,172860,227160,214680,279280,200280,230260,175580,218940,211000,160900,190640,170320,236700,222500,205820,165260,210780,178700,220520,167100,170880,202460,185460,180240,219440,155760,164220,195920,191060,201580,166880,167740,174200,228260,214100,237680,180880,183720,269940,216140,284820,262580,249680,257840,280520,269420,303280,314820,314740,314720,276300,206220,246860,302960,234960,366780,271720,301160,271020,256200,293880,250080,245780,290680,242520,254920,304000,-64740,0.373133909
419,DE,Standalone,24,7,7,21,21,14,24,14,133540.22762,92955.07692,134314.2857,5,0,85700,78560,62000,89940,53360,87520,105000,97180,57280,105120,105760,116900,94180,64700,96440,83760,66880,83720,95600,102720,80920,70560,67420,67160,55740,100220,65960,68620,102700,68500,108560,97480,95720,65380,86600,109420,111000,91580,83460,83860,83320,85420,104720,110820,103580,95760,173360,112420,109680,160920,139240,114680,102120,71820,92660,110900,65680,153720,97280,82220,86340,98620,77840,127540,68240,71880,119940,84780,101640,135340,91180,103060,88960,81580,107920,91100,88540,80820,113300,83460,93220,86480,103640,118620,126500,103760,130160,111320,87560,123460,111220,92680,145580,164580,141300,168920,164140,187640,202200,141640,207300,194800,190420,160200,151720,161040,170140,178160,158640,183600,160260,172660,142800,127580,148400,187340,149740,129160,163240,146820,189460,-29480,0.204792083
420,ND,Standalone,24,7,7,21,21,14,24,14,133053.89937,92545.23077,137746.4286,5,2,68340,75300,91760,92260,96320,85280,57660,88580,89920,102600,91640,75180,96460,90980,81140,94920,67840,78600,59100,111200,85940,106080,75640,91360,67060,120220,95980,107680,96180,108560,81600,74980,68840,115660,101420,74280,75920,75660,77800,87840,101840,119680,124100,97500,122280,87480,152840,70760,90660,142500,145140,126000,89540,66380,65680,121780,73240,112480,99120,73680,73100,82960,80020,100600,112300,121840,121840,79820,126080,132600,79560,70420,92820,117020,100240,76560,88140,134500,90500,101180,81740,123800,94220,96080,99560,111300,127660,79960,72580,118160,125960,100240,143180,150300,172080,168860,166920,144820,236960,128860,175300,237060,273520,223840,161220,168900,168200,155720,160040,226260,136420,138560,157880,136280,170240,186060,131720,143580,155760,157400,173480,-5480,0.260866333
421,NM,Strip Mall,24,7,7,21,21,14,24,14,361737.24192,298068.9231,357762.1429,127,50,244320,214000,191080,322760,288420,374180,239260,226360,251920,238280,327640,289500,281580,259380,301520,249880,248300,302440,294920,322760,305060,325720,298360,250180,277760,326340,313640,322880,232000,214140,219800,280280,278080,347580,290860,304300,234740,260060,285820,254760,274600,265700,320500,303880,326400,275420,470760,363400,290340,522080,515260,397520,236040,315220,308200,251640,236120,347180,337920,328520,319180,241540,354840,344560,336800,250980,379500,245620,322840,290960,273420,308140,352240,296700,344360,244100,307920,383020,332040,315240,250700,253340,285380,352000,365480,332480,268220,296620,357380,352680,391900,345300,340380,319880,352580,424400,483020,372160,509280,329540,437100,530840,608700,392040,339420,393600,397340,346780,338540,428180,371940,365280,348720,359940,399640,363020,424560,339700,373660,455440,390440,-22200,0.639377072
422,TX,Standalone,24,7,7,21,21,14,24,14,73075.538605,20750.76923,54588.92857,6,51,20720,19400,7440,7420,13700,30780,4120,20820,27300,4300,16260,18660,17740,28180,25400,13120,10580,29080,24480,29040,6760,20140,30180,7900,22160,12660,13980,22560,5300,12980,20740,11840,5620,30420,28920,26620,18740,9340,19320,18700,15540,33060,11220,27320,31280,16100,47720,12240,29140,37700,60600,44980,17360,16460,26840,32380,5900,24580,25100,19400,10380,22320,16380,26660,24720,14820,19220,18060,31980,28440,21460,28400,21860,28080,14780,16380,24440,40900,31840,29480,13400,32160,26820,10780,31300,32260,23040,36280,28280,14120,38500,25080,74980,66720,78940,89560,84220,73100,120580,74180,87780,103740,108440,93120,80880,83020,57120,68940,67240,75420,73100,91560,90060,65940,84880,86160,86100,68100,90400,63540,87000,10440,0.126763482
423,TX,Standalone,24,7,7,21,21,14,24,14,150131.85454,107816.9231,148405,178,88,60080,96560,86840,118000,103100,102560,85540,97580,98820,117940,111040,99680,91320,94120,105560,104580,69440,126980,104860,89340,80580,92340,120820,109160,106120,121160,93680,71200,97600,92160,105240,82620,112500,113020,108400,110200,71520,100680,88440,110600,89060,118240,135960,96680,108440,136660,133380,132120,120740,200800,183660,158140,111540,125940,93840,122580,114300,129080,81040,125660,91520,115180,116940,88740,125880,94880,132680,119600,130840,118460,88640,132840,91780,105740,102780,100680,119120,154000,83620,100700,112800,95560,136200,131480,92000,87960,85920,125200,123180,102540,123440,127780,150240,176040,194120,202660,187300,191380,262780,149280,223160,271960,289060,221380,173520,185460,143540,183260,174700,171180,153340,161840,141500,143860,142260,212220,149060,148140,141320,186320,159380,2800,0.267579277
424,VA,Standalone,24,7,7,21,19,14,24,12,271056.62756,228215.3846,265142.1429,124,15,205920,173700,139600,212560,192060,238900,202800,198480,250120,185940,162220,237840,165980,198820,199060,215220,194600,220700,210580,202420,186140,219560,270760,194800,208160,215500,184820,251020,210340,203960,198300,267240,251800,181480,208680,207720,208980,262720,223800,215680,204720,181680,283440,205180,206840,313880,353760,215360,206280,369960,429860,297740,226220,251120,163880,289120,179200,311180,232500,263080,203980,254740,296500,283120,231680,215500,204220,231840,257800,302920,224560,236780,251740,218040,187300,224980,238480,270960,209820,204320,266260,178400,176220,179120,209980,222520,244560,237520,253660,243680,235020,292640,250900,338320,298760,253620,351900,289000,321420,248460,266780,344260,389040,296960,257540,266080,211700,331540,321560,338180,243780,280900,311720,320620,350600,303660,232060,315480,241940,318420,333920,32840,0.497307061
425,CA,Strip Mall,24,7,7,21,20,14,26,13,338160.928,278880.3077,329622.3214,437,11,202140,228460,217840,232300,226280,341860,289680,244940,249360,301740,266040,244200,221260,241210,250370,235890,201850,256790,283230,249110,233370,281970,225910,235330,210990,253390,297610,250330,240490,235450,258370,232590,304070,283770,280370,294550,304190,265230,251590,262350,260630,287330,312370,289530,361330,357090,465350,221550,350730,412910,462110,371410,288850,291910,297390,297130,267010,276570,308770,248430,253290,321470,246010,344170,347410,303310,274550,218890,334610,307070,224430,297230,243010,259890,364630,254970,275070,280570,329190,316130,261210,239030,344970,289570,356590,319630,287530,259190,316690,246750,313050,282050,327920,368880,332820,299580,408840,413620,534580,323360,448620,417120,432500,397720,296440,344100,304420,373740,361240,411380,357620,389260,373020,321880,296960,358880,369520,372640,324500,358420,339460,19950,0.596022063
426,UT,Standalone,24,7,7,21,21,14,24,14,157062.27113,113528,156174.2857,149,63,65300,89360,103320,116620,116880,120140,113740,118620,129120,127160,109000,102620,92500,74320,87560,103240,85540,99000,95100,106640,102820,94760,119060,91100,74560,85900,102560,75540,81480,128360,113920,113720,118260,122440,85280,79120,127140,103020,106200,140920,142000,125500,101360,120340,150560,159640,132760,122180,149960,159240,166720,158960,88980,110540,98660,145440,131280,169500,115860,87920,117280,145520,104260,159380,93540,116840,102980,131660,124160,150000,115860,116560,109520,104040,121720,109620,117560,112300,119060,139060,139880,122660,148420,108680,123740,143380,119580,134060,133220,120480,162600,96900,208760,194060,150660,179420,197040,225360,211380,168860,161920,251860,241600,198700,155660,167800,155840,179280,165480,182280,180960,195480,186900,212700,180100,170360,189020,187820,155140,177800,168980,-18180,0.22530486
427,IL,Standalone,24,7,7,21,20,14,24,13,334849.44218,278616.9231,325447.3214,69,14,229540,236480,250500,278740,228020,352440,262660,265380,219820,203580,267240,248520,302820,274110,253230,291650,201210,231530,212210,242130,252110,199590,270750,278650,267210,325370,291890,250930,304990,252050,255410,202350,225030,276070,265610,234710,318110,283850,226390,274830,296090,240030,312410,341870,261290,387870,329310,326250,355190,342910,531970,422690,308990,290250,266910,290550,257510,279370,288270,268410,226970,226610,295150,359490,296030,322170,240170,274650,293230,294670,259550,285910,223690,317490,312470,287590,209750,298610,312330,259230,271710,227170,250810,330350,245390,289330,311230,350890,220310,248830,302090,309490,358600,331100,400960,414640,339000,364280,452600,352720,396420,497740,609080,357240,273900,327980,355620,386940,290160,348920,366200,312220,340060,371920,305020,310920,309880,414260,405960,346760,334840,-28710,0.674867943
428,DE,Standalone,24,7,7,21,21,14,24,14,90565.22734,49594.76923,87928.57143,6,9,48420,24000,43440,53600,49320,41940,35360,37240,56140,38100,31160,42220,30520,43180,39940,47160,26740,40600,50540,46980,57320,49500,56560,35300,26500,32760,29520,51620,24720,44320,47840,43040,38460,65280,41900,38920,53180,56720,50100,45560,43820,32880,37720,39800,69840,80180,76960,52740,72940,93900,120960,63160,58200,58380,58840,55160,46420,82880,38820,36660,54220,47000,71140,49340,65980,63020,68160,56440,47720,65540,41060,52840,49620,45620,50960,40500,47780,74080,31140,67940,32080,68660,64440,37480,37360,68680,56760,67560,71480,54800,70460,59440,106700,119580,99240,112220,114440,129400,138180,109980,139220,165080,181000,139800,86900,95520,86760,98800,112220,152720,112360,118560,110100,125880,116160,100160,110000,112360,100600,110280,128160,12660,0.158871028
429,MI,Standalone,24,7,7,21,19,14,24,12,261219.36539,220238.1538,260932.5,16,0,211580,157220,137020,172520,224020,191340,176560,242200,179780,161960,176160,245760,231660,202640,211160,239200,204700,197640,168080,185120,230040,169660,269300,186780,174280,187500,225860,183020,226960,179260,244880,175400,238760,177980,248940,196780,209520,192260,251880,177880,209140,179440,230980,221140,283960,237280,314680,236080,268100,273220,361360,296980,230960,202660,209180,253880,256880,333960,251380,182260,245600,268720,227520,258740,218120,225060,265900,260160,185500,240100,228020,218920,207860,186180,199220,157860,218660,280880,215260,173400,188960,207000,227960,189460,185140,195800,226860,242340,182140,225640,197340,204680,278700,333820,326280,240480,302420,344760,367340,286460,350120,329220,381180,376440,297220,217960,286480,344860,224800,392300,283820,310720,290760,300300,235960,317160,279000,300860,307440,267260,301800,-29020,0.506037131
430,WA,Standalone,24,7,7,21,21,14,24,14,239060.38591,186444.9231,234265,160,6,160540,175260,140320,148080,128440,170220,170160,147860,129720,151160,219960,141400,190780,134280,213420,158760,139540,216820,193560,195980,189240,206140,157840,146460,171120,215300,169880,195960,135760,186480,218780,221080,160180,155560,215480,140820,169120,199540,163540,223360,186420,166300,199040,226620,200160,213520,273540,180640,269020,256820,323620,188580,128000,180000,153720,166720,205320,219160,225720,150040,221980,217420,224960,190580,183120,168460,192200,170720,182560,272040,194360,178820,149440,146200,228820,149060,145200,196700,176820,146980,226500,149120,156540,167560,186900,213360,252080,218800,193000,231860,221160,162060,219780,272740,291320,258100,255000,277260,376120,280700,297320,388120,373460,319700,285120,202500,256500,307280,217040,285940,243700,265820,236060,279480,264460,274560,248560,259520,283120,302220,220020,-56500,0.354025525
431,WI,Strip Mall,24,7,7,21,21,14,24,14,93552.093468,49641.23077,86148.57143,5,7,50320,33420,26900,60280,40580,62800,48520,33140,37960,27440,44400,63140,28980,50480,29860,49740,45460,60140,25780,42520,51340,39580,39020,28860,51400,50120,59020,53520,48100,38440,43460,58300,37200,37580,55620,47240,50440,43800,31380,46700,54720,62920,70620,37720,61480,81680,73220,42460,54640,107660,104500,68100,40420,30800,34160,44140,38020,63380,56900,51420,46500,64140,69520,37340,57240,55720,48760,47140,63720,79640,42640,71380,51560,38400,41060,54340,48680,67680,50020,69100,59820,59640,35120,52440,65600,57180,62220,62800,44460,68360,42920,57260,116860,87640,125160,122940,96060,137840,166460,99640,136180,134960,168940,112180,95140,88180,96320,102740,121120,108720,122900,117820,102260,118300,113160,95820,97420,103360,109840,127780,100920,21500,0.174460601
