storeid,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post
464,124040,119760,106940,131660,156420,155860,119780,148320,114400,122340,135060,161760,140160,138380,127620,160380,148720,178320,153500,146940,144980,150260,151820,144180,133360,133460,148040,137280,160140,117000,156780,144240,119560,136880,134200,140940,138800,124140,134600,148860,147780,157880,165920,133600,132400,154960,210420,143620,163820,227760,197840,192800,164580,137120,145280,147760,154880,190720,156960,131540,153420,172180,176400,183940,148380,138080,125320,133940,183500,199100,138840,130460,123960,142420,178000,170420,144080,187500,125400,150160,130820,178560,145280,179280,141840,183840,141860,142020,133440,155740,196260,175720,151940,152780,181300,147200,149820,171820,238980,148560,188020,198740,285700,224760,173260,174460,135280,160820,133580,234520,133580,156880,165980,172420,139880,156720,150160,166000,137540,186500,175180,134744,143775
465,208720,176320,234540,226760,252240,237860,182040,216220,267260,249000,254260,258580,225600,214020,212180,264060,196000,225760,178820,204580,181520,266200,269940,178780,176020,294080,248180,242460,245820,211100,218400,236840,215580,231360,271680,192440,212540,217000,261700,274260,205460,210500,265320,244600,302880,229280,320800,293180,266320,414680,370380,350640,264640,215920,214520,288100,263220,322920,229740,285840,276500,280980,227180,240300,230400,260560,232940,265720,242060,270120,242380,221040,193640,280140,261320,214640,199780,266020,225780,268240,199300,194420,215380,289080,256520,280400,287020,248440,271820,263220,307980,234320,280980,229820,216640,231080,279360,253180,394640,230820,257560,356360,383580,335320,223820,270360,280520,317120,221980,299680,252860,316900,294000,244880,313740,286800,233640,299400,256080,226140,287480,250940,221565
466,146960,125540,122700,132740,124180,190560,155080,140800,176700,152720,150240,178320,169500,132700,129620,130360,141140,150220,154580,150080,125580,132320,169300,126460,138940,151660,142340,170480,168260,174380,136220,139820,175840,155500,151480,136880,143100,127120,195020,138200,188220,184900,187340,148360,200400,210740,193580,181240,166660,236800,225560,198140,178700,133840,122060,189660,136340,194880,135000,145720,177520,143840,164020,160400,157220,193740,167700,168140,141180,211040,134800,153780,173680,167700,163060,153380,181660,149340,161440,154220,195960,175960,153300,180800,191320,166160,206160,181000,152720,200620,163220,150880,200820,183960,152020,165040,154240,220960,260100,209440,176660,279320,283900,186740,184560,140780,154520,151620,158280,198700,208380,157620,176300,176760,203300,203980,162480,206580,173540,192560,217760,165496,133455
467,115920,118040,120900,132360,118040,164820,141840,153600,133340,122140,145460,139500,153840,145160,124060,119680,125160,134620,114380,115440,146920,134400,128700,140340,118620,125220,105560,113100,132060,121980,140840,156480,125980,164340,164120,122340,132780,126700,122840,133180,169700,121440,116300,161400,129520,188780,210540,123120,146040,191620,220920,177880,127460,112060,115580,136360,141080,154920,126900,146040,150520,128660,163180,139880,141200,157120,155900,119820,115780,160580,133500,123800,142640,110920,128260,147180,139620,122460,112540,112940,129640,112360,165600,154160,155260,127300,132260,149300,164480,119980,124240,134560,137080,133960,153820,134640,150220,172440,223420,153740,188440,240160,244520,180260,165580,118560,111480,137060,125680,183300,125420,142220,157840,144000,137300,129880,138760,169200,157300,134000,161520,138856,128515
468,113640,148300,141100,124220,117960,154720,155140,143580,118520,122020,114620,171140,139440,117120,151080,154000,142120,168140,137320,159640,136540,141780,133680,141640,139120,165760,153460,127580,153260,118800,161500,165180,154840,154780,144600,161820,138580,138940,150620,159860,153220,167860,175240,151000,146980,160780,183840,136860,142980,211540,199100,153380,122240,117260,139860,143160,149400,177780,132460,161000,154880,144780,160140,164360,120520,129960,152940,155640,139780,192040,164040,158340,159380,127240,176860,142400,115020,159520,141900,156560,128140,157800,164620,140880,135840,128760,158940,143600,164660,179200,129760,165540,134280,185040,170300,178560,172120,193380,188900,144520,204020,228580,268480,211300,164000,158520,169140,167600,147420,173020,142740,144180,156540,172040,142680,168100,176780,172640,181320,178460,146420,133148,141080
469,262200,218220,226760,216780,257880,343280,206100,273740,213560,286840,269120,216860,249740,291560,225320,288040,251440,225460,222700,275220,232820,288380,297720,270160,191180,257960,223500,267280,244480,265020,282080,216620,206920,271020,261760,252460,281320,305420,280180,299280,255760,228480,277860,283280,264720,276200,383920,313580,299680,416680,454480,320920,249180,235780,275520,311520,296780,283800,290420,275600,238420,224940,227300,270100,321260,319000,259100,237780,225980,267240,219800,242960,264120,245860,314000,208740,289400,274200,279000,241100,236960,274420,226320,277820,244000,300940,238300,326380,255860,246720,335800,313160,339120,271780,326260,298480,310120,363760,441260,286060,382520,388800,452820,411160,233160,283280,300180,303820,336820,363460,264220,276200,329780,300700,345140,317920,350500,294460,297780,297080,296200,247224,264090
470,134420,139820,135500,159380,138740,154940,140080,168280,153320,138560,188660,149740,134420,132400,133780,171220,172220,199540,154420,125740,138980,141680,131700,149520,161340,140660,138140,129320,122340,173620,162900,169240,174620,170500,182740,151480,134900,153040,135320,176140,188800,196860,190360,171240,173120,164820,229960,201660,171140,275820,218620,195180,162280,155400,184160,151640,186600,203460,143760,163520,172520,165280,176420,158580,185920,198660,191660,198340,155160,186860,155500,186060,175060,175300,205540,148640,148580,190080,182340,170640,190280,191620,207040,205800,175440,166420,154300,153780,141800,148000,211920,209600,147820,153460,176300,160120,197940,243960,226880,179420,219800,248780,253640,188040,178560,174720,197940,187720,196820,237760,192580,164820,216720,192400,196940,236140,189800,153280,219820,217160,155820,152940,152405
471,231580,266960,263420,294840,254960,319880,223440,287740,255500,256620,275360,250040,281460,236260,234280,271060,274080,265980,235200,297660,296000,226940,306540,271460,279560,290360,261960,299320,251700,211960,272800,245040,322120,231460,295120,279900,310660,266200,325900,346780,339660,313960,294820,259000,343920,347540,313520,282600,385640,467440,432120,358240,286860,285880,310380,275220,246760,310800,340620,269180,316080,273580,313540,295740,259620,312800,255040,330880,309760,313980,257440,299600,274760,308800,302020,321520,269560,369340,268460,341260,332020,337780,299320,312800,251760,264120,316060,322100,336980,336120,372100,313800,255720,377100,327680,261100,369280,293040,345520,263480,387700,424100,568060,443760,280600,309620,342220,361260,336180,325260,322040,358000,265320,364980,307300,301780,296540,337440,320820,353820,319160,263796,253920
472,276840,205320,268440,228000,258620,343080,264740,257280,224300,268120,231920,328900,217860,212600,280440,212000,212540,278920,218720,269000,284800,273240,227820,223420,290100,311980,304340,228640,255820,226120,241580,215480,268940,263340,225240,236740,232520,265540,236440,242280,300180,240260,234280,233420,327720,250220,376500,246260,364320,341960,451740,324800,257180,318260,249320,339440,248380,281520,281480,294660,296160,309680,264600,357320,326220,246220,304120,225580,325640,269580,249360,267400,267780,244860,314060,294480,267100,348260,228480,305660,304980,316800,240140,315400,257700,342520,352740,289940,308960,319020,348000,324640,334320,255420,322820,258840,331600,351320,431180,258480,277300,474340,437840,440680,302160,256240,303740,336760,316460,352140,285760,255460,335780,306200,348360,353860,247020,251620,244500,267840,274780,254220,229395
473,168540,226820,163580,238120,212960,214540,233120,222160,235000,220740,223320,217380,193380,167800,176820,212640,235160,244520,227280,215540,179700,233740,197580,175640,192260,217080,206500,203600,183280,179320,216060,189280,211380,232280,185240,244520,222940,173720,178800,241880,179560,211720,221580,250720,251900,291240,250980,233520,234320,276000,333960,304960,219720,194420,184540,240360,171180,256440,180220,214800,194160,233580,202040,196260,211060,192320,226140,245140,267840,289520,190940,210900,197020,228320,229420,240100,222360,240300,194840,200840,253680,182900,200480,219240,230440,249500,196680,189700,258520,196980,239360,250120,270320,200700,226480,257580,268040,225060,354380,248020,296620,367020,382340,309760,260660,189760,227940,238880,246360,302960,215900,234500,205040,218460,291380,216840,201980,198680,225020,205640,280600,217964,198105
474,215880,240880,237540,290460,294260,318180,227720,277160,229520,305680,264740,282580,259740,298120,269840,231720,306720,302400,247760,288200,247340,294500,247520,241900,260080,312080,307720,249620,272960,289460,305960,230120,244940,327680,296980,235840,241740,306720,274220,249560,293940,324200,287980,308720,322100,352140,450320,243840,255220,435120,415240,309720,280840,247740,261580,238320,252860,314360,298740,308600,311140,267300,246760,291800,251080,343360,289200,308780,286260,342140,295560,295300,332940,335960,336500,246100,297860,359040,237860,248060,299720,271720,318380,313780,254080,316600,334480,244120,252060,329020,262860,250060,332200,270700,297820,314360,267860,379980,474320,356060,348620,499080,432700,352440,337180,311720,328780,373820,267820,384960,262520,278600,254960,352640,326540,333300,352020,375680,310700,284680,259980,268452,276600
475,355100,330260,328140,390080,259420,432620,354480,343160,357100,377300,364620,341820,362520,354260,268120,317780,323680,340620,325440,386780,381960,299320,288020,304780,373160,352420,355380,348380,364300,358520,291660,358680,362320,417940,413940,386340,334440,337280,411000,395960,307060,316720,324340,338620,448540,465340,503620,359620,469260,487180,553280,454080,317560,276560,374240,394800,352340,374180,370100,377780,409380,411320,386220,432480,387340,396200,436580,414620,436240,388000,325360,412540,358900,296940,332780,363620,319680,352680,324560,333300,298680,430560,318500,361860,376720,402060,318680,382600,357960,345200,342920,373660,320620,431980,366940,420760,408320,498760,562300,321500,393000,607340,666240,523780,383600,420540,380860,463760,432080,531060,423800,400120,360780,367680,435600,414580,363800,319300,424140,449200,475820,360672,315960
476,255720,271580,358740,340400,365560,470060,341900,344880,360260,304820,351840,330720,365400,327940,295900,392160,339240,419740,383780,352660,281480,339760,339560,322580,313520,337460,270940,342020,315520,275500,299560,296360,348600,318380,404900,404140,387680,414020,378680,341720,381820,359400,378060,367660,438680,328840,500380,378360,477080,422960,544660,362100,374280,343880,392300,362780,358840,400040,410680,325620,334520,348320,322820,389480,327560,327580,371400,301620,331440,478340,305880,448440,416860,342520,439600,403320,323120,385160,331040,371260,358200,332780,446960,402520,380520,324060,393620,317380,318060,454800,384580,481800,378260,330420,356600,363760,338940,390900,587560,475040,469500,504420,560500,451500,380940,311700,361100,378420,441240,396820,398960,404960,465740,401960,398800,510260,374400,439940,477140,379020,431400,342608,338810
477,239860,286920,290640,261280,301400,333680,298600,317100,254120,307820,318280,313700,310080,260620,268860,296640,313180,391860,257260,247520,306000,305080,284180,273120,318340,397980,315080,278060,324120,310020,260520,256320,310800,357520,299620,272620,364680,282640,287700,354580,369540,382400,283860,397660,359720,336140,357120,364480,359540,455220,485560,367020,363280,270760,331360,336320,305800,335620,351780,324020,371320,391840,348400,393600,296660,278700,316300,323600,346500,429880,379860,402160,276860,267180,401100,295760,375880,352760,347620,317200,297520,305080,288300,331360,367220,409700,343240,387420,280560,280340,418980,318160,393140,434880,383680,412980,321620,363020,419100,394940,434180,518500,638740,366720,364780,276480,387420,315740,343760,524900,369520,325440,330020,320880,356940,436080,410120,425080,350760,386340,336300,300800,284825
478,357220,306400,365000,448820,307820,501540,381500,429780,314700,316240,425800,465660,444140,392500,380340,403620,431680,462340,345120,400300,425640,332760,455560,420860,417740,363140,409040,441680,452200,334660,405380,361000,383700,410880,349300,346660,412000,450220,394420,410780,487340,482660,420060,419420,423440,536500,540220,496980,444260,602440,671360,520700,436580,388220,351860,356920,448940,497420,395400,441740,407620,399980,466540,525320,478960,340260,432740,497760,488960,491660,465380,420600,338460,400000,449260,357840,379300,493280,379040,487560,397460,477180,437940,453380,462780,533420,476860,413100,407700,415760,448380,501620,486120,435980,509500,368700,559280,598040,677220,450220,588980,534060,577660,462380,369840,425140,359220,521300,413320,548220,460120,541380,497520,500200,394440,582040,482780,433180,381580,513560,455880,393308,402035
479,278620,329060,236140,349900,309100,300140,340760,272760,314740,291740,303680,343060,249720,330400,331880,295540,245580,291160,248640,355400,280960,237700,345920,253000,264280,316680,312780,322860,336600,266920,356620,283220,317880,353900,261720,281640,250860,278180,320420,304400,350560,271220,267600,353300,375260,346580,506560,332460,405960,402600,532460,469360,257020,251340,300480,355000,300420,450160,360660,263880,327280,303420,333120,338260,311200,298580,273560,318220,278460,305260,359160,361740,316020,320560,292280,359080,313720,367900,265140,319400,268920,323420,371340,315600,362280,355520,327780,280940,354460,336120,338300,403620,308000,378820,363800,356660,411380,461320,445980,315380,449420,422100,575960,397640,375440,388000,337620,297360,330140,480760,414520,358860,396940,345220,297120,357340,330240,427540,331180,321480,386100,300588,300850
480,176280,192200,237480,180740,248300,245200,212600,189800,214820,200160,211340,251420,180960,222440,199900,200120,261280,253000,215800,235800,221700,230540,248560,231700,190720,269820,234920,232400,216160,215220,262580,247280,259540,228200,205560,185960,269920,271040,202340,215340,241580,198640,239720,241000,246940,290700,350960,244740,300280,333540,399780,264420,217760,255640,196720,287720,191880,274020,249260,268300,194220,248300,282360,212880,233280,232600,205460,216120,252540,281460,248020,246040,193780,233480,240540,258920,216480,281720,219400,251740,200420,259580,218280,226840,230360,215660,248780,268080,243100,299360,274340,240800,310400,291120,306880,250740,226680,313660,289240,286440,291740,453720,426320,375660,221460,291780,288160,309300,207060,293180,297940,239420,292240,245120,283240,238780,275420,234120,236720,222020,265940,211740,220935
481,259760,312700,313020,303480,276820,280180,253000,239560,281440,337200,335620,341340,338620,318300,282500,284840,294520,333480,272500,283440,320520,335200,313920,286100,282300,289740,235200,319300,253900,316620,294440,326580,324820,276820,352960,245840,298420,284900,361920,263180,278200,327940,376640,273860,344780,343100,350520,379800,322700,373640,556680,377980,326880,332320,282520,289780,330380,317960,330500,300380,268760,321520,301940,342700,293740,360060,354280,271620,299000,371500,261500,279140,252440,251200,397560,338540,249520,320640,268920,363520,301080,315540,310140,353840,370300,316100,277400,274300,269640,383560,326000,331740,359080,302440,369040,355700,356800,360960,489300,289560,337260,501400,561720,417480,271980,289760,357280,395360,349720,429100,316760,402380,370780,391160,295840,390520,321620,412280,385400,368100,347780,326844,295040
